Date,close,High,Low,Open,Volume
18-08-2020,112.6848679,113.1114736,111.1685888,111.5049991,105633600
19-08-2020,112.8262329,114.2450033,112.7311647,113.0943865,145538000
20-08-2020,115.3298035,115.4443779,112.8506117,112.8676777,126907200
21-08-2020,121.2730331,121.7581424,116.2805249,116.2927107,338054800
24-08-2020,122.7234879,125.5780948,120.8513001,125.4927647,345937600
25-08-2020,121.7166977,122.062861,119.9883361,121.5923777,211495600
26-08-2020,123.3719177,123.8302153,121.9677733,123.0379476,163022400
27-08-2020,121.8971024,124.3104704,120.7489182,123.9765002,155552400
28-08-2020,121.6996536,123.2939349,121.4753776,122.8746421,187630000
31-08-2020,125.8267441,127.7379443,122.8624502,124.4031081,225702700
01-09-2020,130.8387146,131.4432858,127.2796109,129.4540765,151948100
02-09-2020,128.1279602,134.5441113,123.837532,134.1638234,200119000
03-09-2020,117.8699417,125.6317274,117.4994068,123.7497938,257599600
04-09-2020,117.9479523,120.619721,108.1287075,117.0801149,332607200
08-09-2020,110.010643,116.0270006,109.8741298,111.1125019,231366600
09-09-2020,114.3985672,116.1732464,112.3898665,114.3400637,176940500
10-09-2020,110.6639709,117.4994162,109.6986251,117.362903,182274400
11-09-2020,109.2110748,112.3606475,107.2608771,111.7170787,180860300
14-09-2020,112.4873962,113.0432022,109.9911457,111.8633336,140150100
15-09-2020,112.6629105,115.8709862,110.7809696,115.3834369,184642000
16-09-2020,109.337822,113.1114569,109.2500666,112.3606341,154679000
17-09-2020,107.592392,109.4060762,106.0029837,106.9878355,178011000
18-09-2020,104.1795502,108.1189501,103.4482261,107.6509069,287104900
21-09-2020,107.3388672,107.4461286,100.532675,101.9368195,195713800
22-09-2020,109.0257797,110.0496363,106.4417742,109.8741182,183055400
23-09-2020,104.4525833,109.3183241,104.1112928,108.8405278,150718700
24-09-2020,105.5251999,107.5046494,102.3853804,102.5511454,167743300
25-09-2020,109.4840851,109.6401045,104.9888793,105.7299564,149981400
28-09-2020,112.0973587,112.4483949,109.971643,112.1461166,137672400
29-09-2020,111.2490158,112.4386375,110.7419677,111.6975678,99382200
30-09-2020,112.9261856,114.3400833,110.7907244,110.9564894,142675200
01-10-2020,113.8817978,114.78864,112.9457038,114.7106303,116120400
02-10-2020,110.2056656,112.4971538,109.425591,110.0789054,144712000
05-10-2020,113.5990143,113.7452806,110.7224757,111.0735119,106243800
06-10-2020,110.3421783,113.2284698,109.4548349,112.8189226,161498200
07-10-2020,112.2143784,112.672676,111.28803,111.7658338,96849000
08-10-2020,112.1071014,113.5014929,111.7365592,113.3552266,83477200
09-10-2020,114.057312,114.0865638,112.0583564,112.4093926,100506900
12-10-2020,121.3022766,122.0628524,116.3097687,117.0703445,240226800
13-10-2020,118.084465,122.2676398,116.6705747,122.1506253,262330500
14-10-2020,118.172226,119.9664042,116.6413211,117.9869548,150712000
15-10-2020,117.7041626,118.1819589,115.2079123,115.7637183,112559200
16-10-2020,116.0562439,118.5232499,115.8514741,118.259969,115393800
19-10-2020,113.0919418,117.4213747,112.7799106,116.9728302,120639300
20-10-2020,114.5838547,116.017251,112.7506643,113.3064703,124423700
21-10-2020,113.9597931,115.7539712,113.550246,113.7647689,89946000
22-10-2020,112.8676834,115.1006605,111.7365653,114.5253484,101988000
23-10-2020,112.175354,113.6477551,111.4342769,113.4917357,82572600
26-10-2020,112.1851196,113.6477678,110.0691496,111.171016,111850700
27-10-2020,113.6965103,114.3595777,111.6878093,112.6141501,92276800
28-10-2020,108.4309921,112.5556636,108.3334837,112.1851288,143937800
29-10-2020,112.4483795,114.018289,109.406069,109.5718414,146129200
30-10-2020,106.1492538,109.2013104,105.0376418,108.2944682,190272600
02-11-2020,106.0614929,107.9239352,104.6476026,106.3930304,122866900
03-11-2020,107.6899033,108.7137524,106.0224854,106.9293275,107624400
04-11-2020,112.0875931,112.7116557,109.5523379,111.2977655,138235500
05-11-2020,116.0660172,116.6413294,113.9598075,115.0129086,126387100
06-11-2020,115.9341507,116.4323037,113.433586,115.572739,114457900
09-11-2020,113.6191711,119.1575179,113.3554435,117.7021162,154515300
10-11-2020,113.2773056,114.8596862,111.4800245,112.8670593,138023400
11-11-2020,116.7155457,116.8522944,113.7363684,114.4689541,112295000
12-11-2020,116.4420547,117.7314053,115.8169155,116.8425385,103162300
13-11-2020,116.4909058,116.8913821,115.1331807,116.6667266,81581900
16-11-2020,117.5067749,118.1807488,115.4066939,116.1588122,91183000
17-11-2020,116.6178894,117.868168,116.1978733,116.7741779,74271000
18-11-2020,115.2894592,117.0378981,115.260157,115.855994,76322100
19-11-2020,115.8852997,116.2955459,114.0977886,114.8596766,74113000
20-11-2020,114.6154785,116.0122756,114.5666439,115.8852968,73604300
23-11-2020,111.2065125,114.8889809,111.1088358,114.4591949,127959300
24-11-2020,112.4958801,113.1600916,109.975783,111.2651413,113874200
25-11-2020,113.3358841,114.0391675,112.4958519,112.8670334,76499200
27-11-2020,113.8829041,114.7620085,113.5214998,113.8633717,46691300
30-11-2020,116.2857895,118.1612074,114.0977945,114.2540831,169410200
01-12-2020,119.870575,120.6031608,117.2234991,118.2002802,127728200
02-12-2020,120.2222061,120.5054735,118.0830534,119.1868132,89004200
03-12-2020,120.0854645,120.905957,119.372411,120.6519918,78967600
04-12-2020,119.4114838,120.0073208,118.6984303,119.7533556,78260400
07-12-2020,120.8766403,121.6776004,119.4114689,119.4700734,86712000
08-12-2020,121.4920273,122.0781019,120.2319788,121.4822648,82225500
09-12-2020,118.9523773,123.0255519,118.1904894,121.6385248,115089200
10-12-2020,120.3784866,120.9938634,117.360237,117.7021088,81312200
11-12-2020,119.5677719,119.9096438,117.7509586,119.5873043,86939800
14-12-2020,118.9523773,120.485923,118.717952,119.7533374,79184500
15-12-2020,124.910759,124.9302988,121.24783,121.4529531,157243700
16-12-2020,124.8423767,125.3893717,123.6214005,124.4516703,98208600
17-12-2020,125.711731,126.5713031,125.0670518,125.9070842,94359800
18-12-2020,123.719101,126.1024493,123.1916383,125.9657005,192541500
21-12-2020,125.2526398,125.330784,120.5836272,122.1171732,121251600
22-12-2020,128.8178558,131.2891101,126.6396239,128.5541208,168904800
23-12-2020,127.9192505,129.3551049,127.7434222,129.0913847,88223700
24-12-2020,128.9057922,130.3612013,128.0559975,128.2708905,54930100
28-12-2020,133.5162048,134.1511066,130.4100333,130.878899,124486200
29-12-2020,131.7384949,135.5674759,131.220802,134.8446673,121047300
30-12-2020,130.6151428,132.8324396,130.3025658,132.4319559,96452100
31-12-2020,129.6090698,131.6114738,128.6615911,130.9667948,99116600
04-01-2021,126.4052353,130.5077126,123.8167641,130.4198059,143301900
05-01-2021,127.9681015,128.6811625,125.4480042,125.8973301,97664900
06-01-2021,123.6604767,128.0071567,123.4455837,124.7544741,155088000
07-01-2021,127.8801498,128.5736708,124.8912028,125.3795932,109578200
08-01-2021,128.9839172,129.5504519,127.2061689,129.3550838,105158200
11-01-2021,125.9852219,127.1475938,125.5163711,126.1903525,100384500
12-01-2021,125.8093948,126.6787293,123.9144373,125.5163576,91951100
13-01-2021,127.8508682,128.3978632,125.5065997,125.7703199,88636800
14-01-2021,125.9168549,127.9583238,125.7703288,127.7629705,90221800
15-01-2021,124.1879349,127.1964221,124.0511861,125.7898551,111598500
19-01-2021,124.8619232,125.7214953,123.9925887,124.8130812,90757300
20-01-2021,128.9644165,129.4137424,125.5652222,125.6726687,104319500
21-01-2021,133.6920013,136.4269909,130.4881611,130.6932916,120150900
22-01-2021,135.8409424,136.6028304,131.8849763,133.115715,114459400
25-01-2021,139.601532,141.7211449,133.3696647,139.7480581,157611700
26-01-2021,139.835968,140.9494977,138.0875217,140.265754,98390600
27-01-2021,138.7615051,140.9494999,137.1498225,140.0996903,140843800
28-01-2021,133.9069061,138.6931421,133.5259621,136.2804918,142621100
29-01-2021,128.8960419,133.5650544,127.1866749,132.67618,177523800
01-02-2021,131.0254211,132.2366351,127.8899471,130.6444771,106239800
02-02-2021,131.8557129,133.1450565,131.4845312,132.5785215,83305400
03-02-2021,130.8300629,132.6175741,130.5077233,132.6077967,89880900
04-02-2021,134.1999054,134.2096678,131.4649163,133.135218,84183100
05-02-2021,133.7841797,134.4298221,132.9037691,134.361353,75693800
08-02-2021,133.9309082,133.9798232,131.9842043,133.0700518,71297200
09-02-2021,133.0505066,134.8798268,132.8939994,133.647234,76774200
10-02-2021,132.4440002,134.0091912,131.4755366,133.510279,73046600
11-02-2021,132.1896515,133.4222292,130.8592437,132.942886,64280000
12-02-2021,132.4244232,132.5809453,130.7809862,131.4266286,60145100
16-02-2021,130.2918396,133.0504697,129.9005345,132.5417955,80576300
17-02-2021,127.9930038,129.3429807,126.6528189,128.3940861,97918500
18-02-2021,126.8876266,127.1713099,124.6376697,126.3887143,96856700
19-02-2021,127.0441284,127.865862,125.9974185,127.4060877,87668800
22-02-2021,123.2583313,126.897388,122.8670335,125.2245898,103916400
23-02-2021,123.1213837,123.9528868,115.8139239,121.0670795,158273000
24-02-2021,122.622467,122.8278967,119.5703609,122.2213922,111039900
25-02-2021,118.3573151,123.7082918,117.9171098,121.9670249,148199500
26-02-2021,118.6214676,122.1333481,118.5627681,119.922522,164560400
01-03-2021,125.0093613,125.1463143,120.1181585,121.0572685,116307900
02-03-2021,122.3974838,125.919149,122.2898767,125.6158967,102260900
03-03-2021,119.4040604,122.9746405,119.1888462,122.0942224,112966300
04-03-2021,117.5160522,120.9105487,116.0389142,119.1008049,178155000
05-03-2021,118.777977,119.2866663,115.011752,118.3475562,153766600
08-03-2021,113.8280792,118.3671151,113.6813416,118.2986386,154376600
09-03-2021,118.455162,119.4040567,116.2052129,116.4399886,129525800
10-03-2021,117.3693085,119.5116503,116.8508347,119.042099,111943300
11-03-2021,119.3062134,120.529014,118.621448,119.8735947,103026500
12-03-2021,118.3964615,118.5334146,116.5671563,117.7801726,88105100
15-03-2021,121.2920456,121.3018301,117.7997271,118.7681906,92403800
16-03-2021,122.837677,124.4517756,122.0061739,122.9648456,115227900
17-03-2021,122.0453186,123.1213819,119.6779703,121.3507686,111932600
18-03-2021,117.907341,120.4996801,117.7019114,120.206205,121229700
19-03-2021,117.3790817,118.7877505,117.0758295,117.2910437,185549500
22-03-2021,120.7051163,121.1746751,117.6432256,117.7117022,111912300
23-03-2021,119.8736115,121.5366176,119.4823137,120.6464225,95467100
24-03-2021,117.4769287,120.2257903,117.4573672,120.1475293,88530500
25-03-2021,117.9660416,119.0127663,116.4106424,116.9388933,98844700
26-03-2021,118.5725555,118.8366847,116.3323834,117.7312679,94071200
29-03-2021,118.7486343,119.9127431,118.1029994,119.002979,80819200
30-03-2021,117.2910461,117.7801664,116.2736751,117.4964758,85671900
31-03-2021,119.4920959,120.8322809,118.5138553,119.0029756,118323800
01-04-2021,120.3235931,121.4779173,119.8246883,120.9692355,75089100
05-04-2021,123.1605072,123.4148519,120.3920842,121.1746797,88651200
06-04-2021,123.4637527,124.3637324,122.9159404,123.7474434,80171300
07-04-2021,125.1169739,125.1365354,122.4170277,123.0920161,83466700
08-04-2021,127.5234146,127.5527606,125.7234559,126.1440921,88844600
09-04-2021,130.1060181,130.1451411,126.6528295,126.9756507,106686700
12-04-2021,128.3843079,129.9592759,127.7875805,129.6364547,91420000
13-04-2021,131.5048828,131.7298889,129.0592812,129.5581935,91266500
14-04-2021,129.157135,132.0625115,128.7951907,132.0038194,87222800
15-04-2021,131.5733795,132.0624999,130.7320919,130.908183,89347100
16-04-2021,131.2407684,131.7396658,130.3799119,131.3777215,84922400
19-04-2021,131.9059448,132.5222411,130.4385841,130.6048832,94264200
20-04-2021,130.213623,132.5809638,128.9419071,132.0820664,94812300
21-04-2021,130.5951233,130.8396834,128.4429969,129.4799296,68847100
22-04-2021,129.0690613,131.2309645,128.550595,130.1451169,84566500
23-04-2021,131.3972778,132.1798583,129.2842747,129.2842747,78657500
26-04-2021,131.7885895,132.1211877,130.6538267,131.8961966,66905100
27-04-2021,131.465744,132.4635535,131.1918379,132.0722484,66015800
28-04-2021,130.6734009,132.0820699,130.1842805,131.3875124,107760100
29-04-2021,130.5755157,134.0874099,129.5679294,133.5004597,151101000
30-04-2021,128.5995178,130.6538142,128.2180046,128.9125471,109839500
03-05-2021,129.6560059,131.1527277,128.9614634,129.1668855,75135100
04-05-2021,125.0680542,128.6288567,123.9430761,128.3353816,137564700
05-05-2021,125.3126297,127.6114862,125.1854536,126.3886854,84000900
06-05-2021,126.916954,126.9267311,124.3637377,125.1072028,78128300
07-05-2021,127.5930862,128.6219717,126.8777468,128.2202231,78973300
10-05-2021,124.3005981,126.9365301,124.2614012,126.809153,88071200
11-05-2021,123.379509,123.7322669,120.3026087,121.0179407,126142800
12-05-2021,120.3026047,122.1350247,119.7930588,120.9199479,112172300
13-05-2021,122.4583893,123.6146743,121.7626596,122.076228,105861300
14-05-2021,124.8885422,125.3197016,123.3207,123.7126624,81918000
17-05-2021,123.7322617,124.3790008,122.6543706,124.2712109,74244600
18-05-2021,122.3408203,124.437811,122.2722274,124.0164526,63342900
19-05-2021,122.1840363,122.4094096,120.390813,120.6847867,92612000
20-05-2021,124.7513657,125.1531292,122.5857824,122.7131745,76857100
21-05-2021,122.9091492,125.4274979,122.6935695,125.2511151,79295400
24-05-2021,124.5455856,125.3687075,123.4089028,123.4774957,63092900
25-05-2021,124.3496017,125.7410687,123.7812566,125.2511101,72009500
26-05-2021,124.3005981,124.8297463,123.8792399,124.408388,56575900
27-05-2021,122.762146,125.0747158,122.5661685,123.8988361,94625600
28-05-2021,122.105629,123.2717151,122.0468372,123.0463343,71311100
01-06-2021,121.7822418,122.8307369,121.4490787,122.5661666,67637100
02-06-2021,122.5465775,122.7229602,121.5568815,121.7822549,59278900
03-06-2021,121.0571365,122.3408062,120.655373,122.1742246,76229200
04-06-2021,123.3598862,123.6244639,121.3608848,121.5764645,75169300
07-06-2021,123.3697052,123.7812624,122.32121,123.6342755,71057600
08-06-2021,124.1928177,125.8782583,123.6734707,124.055632,74403800
09-06-2021,124.5749741,125.1825162,123.9772331,124.653368,56877900
10-06-2021,123.5754852,125.6136839,123.4089036,124.4671925,71186400
11-06-2021,124.7905731,124.8787682,123.5656951,123.9870534,53522400
14-06-2021,127.8576508,127.9164425,124.5161877,125.2511145,96906500
15-06-2021,127.0345383,127.9752511,126.7895627,127.328512,62746300
16-06-2021,127.5342484,128.2593813,125.8782264,127.749828,91815000
17-06-2021,129.1413269,129.8860623,127.0443364,127.1913308,96721700
18-06-2021,127.8380508,128.8669362,127.6224712,128.0830264,108953300
21-06-2021,129.6410522,129.7488421,126.6131583,127.681248,79663300
22-06-2021,131.2873077,131.385304,128.9747377,129.4744974,74783600
23-06-2021,131.0129395,131.6204891,130.5523842,131.0815398,60214200
24-06-2021,130.728775,131.9340507,130.2584111,131.7478669,68711000
25-06-2021,130.4347992,131.1991218,130.1408255,130.777771,70783700
28-06-2021,132.071228,132.5317833,130.6699749,130.7287667,62111300
29-06-2021,133.5900879,133.7468759,131.6498854,132.0908385,64556100
30-06-2021,134.2074432,134.6483963,133.1393382,133.4333119,63261400
01-07-2021,134.5111694,134.5699612,133.0315076,133.8546368,52485800
02-07-2021,137.1471405,137.18633,134.9815497,135.1285291,78852600
06-07-2021,139.1657257,140.2730051,137.2549193,137.2549193,108181800
07-07-2021,141.6644897,141.9780507,139.7928727,140.6551766,104911600
08-07-2021,140.3612061,141.1647181,137.8428501,138.7345647,105575500
09-07-2021,142.193634,142.7227747,139.7830676,139.8810638,99890800
12-07-2021,141.5958862,143.3793156,141.1059351,143.2715258,76299700
13-07-2021,142.7129822,144.4964117,140.7433838,141.1353387,100827100
14-07-2021,146.1523743,146.5639463,144.7119172,145.1234892,127050800
15-07-2021,145.4958649,146.9853203,144.1338015,146.2406001,106820300
16-07-2021,143.4479065,146.7501727,142.9481617,145.4763116,93251400
19-07-2021,139.5870819,141.1745338,138.8227593,140.8609579,121434600
20-07-2021,143.2126923,144.1436113,140.086817,140.5767681,96350000
21-07-2021,142.4777679,143.1931073,141.723254,142.60516,74993500
22-07-2021,143.8496552,145.2215123,142.8795465,143.0069386,77338200
23-07-2021,145.574295,145.731083,143.9672557,144.584599,71447400
26-07-2021,145.9956665,146.8187809,144.731584,145.2901356,72434100
27-07-2021,143.8202667,146.2112308,142.6247847,146.1230282,104818600
28-07-2021,142.0662231,144.016234,139.6752593,141.8996416,118931200
29-07-2021,142.7129822,143.6046969,141.674288,141.7820779,56699500
30-07-2021,142.9285431,143.3890983,141.2137141,141.4782919,70440600
02-08-2021,142.5953522,143.9966049,142.3307744,143.4184663,62880000
03-08-2021,144.3983917,145.0647181,142.2621971,142.8795403,64786600
04-08-2021,143.9966431,144.8197574,143.3401103,144.310219,56368300
05-08-2021,144.1044464,144.8687691,143.2323339,144.0260524,46397700
06-08-2021,143.4174652,144.3693957,142.9169717,143.6235596,54126800
09-08-2021,143.3684082,143.9670448,142.8090348,143.4763596,48908700
10-08-2021,142.8875275,144.9582195,142.5931134,143.711875,69023100
11-08-2021,143.1426849,143.9866641,142.8188309,143.3291477,48493500
12-08-2021,146.1162567,146.2732796,143.1230736,143.4665593,72282600
13-08-2021,146.3223419,146.6560043,145.5078026,146.194759,59375000
16-08-2021,148.304657,148.3733601,143.7412916,145.7727201,103296000
17-08-2021,147.3919983,148.8542304,146.312485,147.4312465,92229700
18-08-2021,143.6333466,147.9121213,143.4272522,147.0092625,86326000
19-08-2021,143.967041,145.2428256,141.808029,142.3281542,86960300
20-08-2021,145.4292755,145.7334979,144.0455397,144.6932477,60549600
23-08-2021,146.9210052,147.392059,145.1349035,145.5470774,60131800
24-08-2021,146.8326111,148.0495156,146.3713659,146.6657799,48606400
25-08-2021,145.5960999,147.5195923,145.0465349,147.0190838,58991300
26-08-2021,144.7913818,146.3419489,144.7619419,145.5863044,48597200
27-08-2021,145.8316345,145.9788341,144.0946049,144.7324896,55802400
30-08-2021,150.2674255,150.6305428,145.8414506,146.2241844,90956700
31-08-2021,149.0014648,149.9533953,148.4715165,149.816004,86453100
01-09-2021,149.6687927,152.0927788,149.5019616,149.9828384,80313700
02-09-2021,150.7875519,151.8376254,149.5608389,151.0034546,71115500
03-09-2021,151.4254456,151.7492996,150.2379809,150.8954972,57808700
07-09-2021,153.7709503,154.3303237,151.5137951,152.0829918,82278300
08-09-2021,152.2203522,154.1143897,151.1113989,154.0555099,74420200
09-09-2021,151.1997528,153.2017419,151.0819782,152.5932971,57305700
10-09-2021,146.1947479,152.5834638,145.9297737,152.1124102,140893200
13-09-2021,146.7639771,148.5991353,145.9788776,147.8238591,102404300
14-09-2021,145.3605804,148.2556351,144.1731306,147.5490472,109296300
15-09-2021,146.2536316,146.6559971,143.6431827,145.7923863,83281300
16-09-2021,146.0181122,146.1947667,144.4773683,145.6746415,68034100
17-09-2021,143.338974,146.0475662,143.0445599,146.0475662,129868800
20-09-2021,140.2770996,142.1416975,138.6382127,141.1210788,123478900
21-09-2021,140.7579346,141.906151,140.1200499,141.2486197,75834000
22-09-2021,143.1328583,143.7020398,141.0229032,141.7589309,76404300
23-09-2021,144.094635,144.3399776,142.9268017,143.9179805,64838200
24-09-2021,144.1829376,144.7226943,142.8482733,142.9464163,53477900
27-09-2021,142.6618195,143.2408394,141.1407072,142.7599625,74150700
28-09-2021,139.2662964,142.0533851,139.0503937,140.5813293,108972300
29-09-2021,140.1691437,141.758959,139.3840443,139.8158497,74602000
30-09-2021,138.8639069,141.6902583,138.6480042,140.9836704,89056700
01-10-2021,139.9924927,140.2574669,136.5184478,139.2564648,94639600
04-10-2021,136.5478973,139.5607121,135.6941098,139.1190834,98322000
05-10-2021,138.4811554,139.5901086,136.7637575,136.8913404,80861100
06-10-2021,139.354599,139.5017986,135.7922196,136.871733,83221100
